UNDER_CONSTRUCTION,RERA,BHK_NO.,SQUARE_FT,READY_TO_MOVE,RESALE,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS)
1,0,2,1048.315603,0,1,21.56128,74.21238000000001,47.3
0,0,2,1160.128225,1,1,18.5993,73.7625,76.0
0,0,3,1830.0122,1,1,18.96667,72.83333,360.0
0,0,2,810.1851852000001,1,1,30.262240999999996,78.032837,35.0
1,1,3,1032.36246,0,0,12.842686,80.063733,31.9
0,0,1,8992.805755,1,1,30.37861,76.7725,25.0
0,0,4,2300.070771,1,1,28.409484999999997,76.90923599999999,130.0
0,0,2,1134.141572,1,1,13.142999999999999,77.619,58.0
0,1,2,1372.683596,1,1,13.040339999999999,77.591347,120.0
0,0,3,1622.2479720000001,1,1,30.725548999999997,76.755804,140.0
0,0,3,1250.0,1,1,13.0522,80.0615,55.0
0,0,4,2436.738519,1,1,22.5922,88.484911,130.0
0,0,3,1559.1778880000002,1,1,12.96991,77.59796,110.0
0,0,4,3500.028,1,1,19.1026,72.8243,1250.0
0,0,2,1115.053218,1,1,21.0,77.0,44.0
1,1,2,1103.996467,0,0,13.036,77.6226,100.0
0,0,2,712.0662869,1,1,22.486821,88.233267,27.5
1,0,2,492.743236,0,1,24.690279999999998,78.41889,110.0
1,1,1,483.32391179999996,0,0,18.539812,73.737678,34.2
0,0,4,5043.646945,1,1,28.403138000000002,77.070052,520.0
0,0,1,408.589323,1,1,22.29691,70.79836,13.7
0,0,2,917.9265659,1,1,18.637802,73.745912,42.5
0,1,3,1600.0,1,1,50.817397,4.42145,74.0
0,0,2,1100.145608,1,1,18.549645,73.924971,68.0
0,0,2,1350.186728,1,1,30.658839,76.681686,47.0
0,0,3,1459.059233,1,1,28.527596999999997,77.389374,67.0
0,1,3,1571.574991,1,1,28.381971000000004,77.347688,46.0
0,0,2,736.1601885,1,1,22.5,88.35,25.0
0,1,2,1200.0,1,1,28.406388,77.342588,42.0
1,1,3,1585.471317,0,1,13.0318,77.6583,110.0
0,1,3,1500.060002,1,1,18.96667,72.83333,250.0
0,0,3,1570.247934,1,1,28.5942,77.3675,95.0
1,1,2,649.1398896000001,0,1,19.18,72.96333,120.0
0,0,3,2588.867868,1,1,12.96991,77.59796,260.0
0,0,3,1819.652244,1,1,12.96991,77.59796,90.0
1,0,2,967.9245283,0,1,12.952357000000001,77.72250600000001,51.3
0,1,3,1350.009927,1,1,28.6423,77.3445,68.0
1,1,4,2236.719478,0,1,26.851,81.0011,120.0
0,0,2,849.0566037999998,1,1,12.90579,77.54264,45.0
0,0,3,1507.3071630000002,1,1,19.1955,72.8728,230.0
0,0,1,500.0,1,1,13.09,80.27,17.0
0,1,2,1296.8299710000001,1,1,13.09,80.27,72.0
1,0,2,848.0,0,0,22.7808,86.1522,21.2
0,0,3,1450.116009,1,1,13.07667,77.525,75.0
0,0,3,1100.208147,1,1,22.69995,88.390833,37.0
0,1,3,1139.177811,1,1,22.75,77.72,23.0
0,0,2,585.0234009,1,1,28.6711,77.3683,30.0
0,0,2,813.2974127,1,1,19.103831,72.837361,320.0
0,1,2,1031.0186820000001,1,1,18.475864,73.89000899999999,58.5
0,1,3,1460.127293,1,1,18.5823,73.983,78.0
0,1,3,1615.308151,1,1,28.480311999999998,77.107771,130.0
0,0,2,910.0455023,1,1,12.792727000000001,77.685529,52.0
0,0,2,1200.111638,1,1,12.800089999999999,77.71181999999999,43.0
0,1,3,2912.267929,1,1,28.406684999999996,77.105253,320.0
0,0,4,4290.575529,1,1,12.9958935,77.761394,290.0
0,1,3,1751.0468210000001,1,1,12.975178999999999,78.033559,230.0
1,0,3,1194.872909,0,1,18.637802,73.745912,55.0
0,0,2,809.5854922,1,1,28.3967,77.32330999999999,100.0
0,1,4,2124.896706,1,1,12.8855,77.5638,180.0
0,1,2,885.0103937000001,1,1,19.0167,72.8167,430.0
0,0,2,1185.146168,1,1,12.936628,77.528802,90.0
0,0,2,930.2325581,1,1,22.759741,75.88953199999999,30.0
1,1,2,499.6366279,0,0,19.255098,72.9815265,110.0
0,1,3,1576.109498,1,1,28.469063000000002,77.308984,38.0
0,0,3,2449.2652199999998,1,1,13.040339999999999,77.591347,210.0
1,1,2,1448.225923,0,1,18.5101,73.8141,140.0
0,1,3,1401.1640439999999,1,1,28.506453999999998,77.40956800000001,65.0
0,1,2,1153.324288,1,1,22.271017999999998,73.154216,25.5
0,0,1,600.0,1,1,18.75,73.08,33.0
1,1,1,454.3463296,0,0,18.966114,73.148278,72.6
0,0,1,895.1048950999999,1,0,21.279707000000002,78.842789,32.0
0,0,2,1250.0,1,1,21.17,72.83,50.0
0,0,2,1140.021459,1,1,18.973907999999998,73.02510600000001,85.0
0,0,2,1500.150015,1,1,18.164773999999998,74.580229,100.0
0,0,2,1225.02827,1,1,12.958996,74.80244300000001,65.0
0,1,4,2571.428571,1,1,26.851,81.0011,180.0
0,0,3,1600.0,1,1,18.58584,73.471734,250.0
0,1,3,1829.8261670000002,1,1,18.5823,73.983,100.0
1,1,1,457.00429019999996,0,0,19.1759,72.9522,98.0
0,0,3,2300.084336,1,1,22.530279999999998,88.33417,300.0
0,1,3,2033.249611,1,1,28.401971000000003,77.09943299999999,170.0
0,0,3,1851.021959,1,1,18.9147285,72.8202265,950.0
0,0,3,1665.231123,1,1,23.182972,72.611485,58.0
1,0,2,1122.140699,0,1,12.938382,77.693968,78.0
0,0,1,651.0003176,1,1,28.707966,77.48760300000001,20.5
1,1,3,1489.108911,0,0,30.662283000000002,76.822397,75.2
0,1,4,2189.839572,1,0,30.662283000000002,76.822397,81.9
0,0,2,980.0918836000001,1,1,26.832353,75.841749,32.0
0,1,2,1195.219124,1,1,26.766594,80.949809,51.0
1,1,2,696.0879855000001,0,1,24.690279999999998,78.41889,100.0
0,1,1,674.8826291,1,1,24.6902,78.416,23.0
0,0,2,920.0,1,1,12.840956,77.659441,46.0
0,0,2,693.9854594,1,1,30.328262,78.009109,21.0
0,1,3,1605.605021,1,1,28.743724,76.81131500000001,110.0
0,0,2,1139.014684,1,1,24.690279999999998,78.41889,83.0
0,1,1,622.8956228999999,1,1,19.4559,72.8114,25.9
0,0,3,1738.0509,1,1,18.484942999999998,73.90424200000001,140.0
0,0,3,1330.2034429999999,1,1,28.506453999999998,77.40956800000001,51.0
0,0,4,2800.0,1,1,19.097244,72.846785,700.0
0,0,2,730.0602299999999,1,1,21.122092000000002,79.045277,40.0
0,0,3,1615.695326,1,1,17.684148,75.916122,84.0
0,1,1,641.0256410000001,1,1,19.076057000000002,73.097319,35.0
0,0,2,1055.194805,1,1,22.461348,88.318428,32.5
1,1,2,1011.680309,0,1,19.1615,72.8731,110.0
0,0,2,974.025974,1,1,12.87004,77.673275,48.0
1,0,1,760.0,0,1,12.870280000000001,74.88056,24.7
1,1,2,572.4098454,0,0,19.161955,72.839616,130.0
0,0,3,1500.150015,1,1,28.57,77.32,50.0
1,0,3,1263.1578949999998,0,1,22.54111,88.33778000000001,72.0
0,1,2,840.0,1,1,28.495803000000002,77.42684799999999,42.0
0,1,2,1100.0,1,0,17.7,83.2167,36.3
0,0,3,1263.902932,1,1,22.54111,88.33778000000001,100.0
0,0,2,1282.0512820000001,1,1,18.5823,73.983,68.0
0,0,1,450.0211775,1,1,24.857578,79.39186,85.0
0,0,3,1300.0,1,1,13.0583,77.5732,65.0
1,0,3,1265.182186,0,1,23.66704,86.17795100000001,25.0
0,0,2,883.2059055999999,1,1,28.579003999999998,77.431173,33.5
1,1,3,1620.2680810000002,0,1,22.281215,70.789479,220.0
0,0,2,780.0312012,1,1,22.351959,87.345138,20.0
0,0,2,807.4283407,1,1,28.691929,77.329477,20.0
0,0,1,550.0550055,1,1,28.579003999999998,77.431173,25.0
0,0,2,1000.0,1,1,9.930471,76.271273,51.0
1,0,2,1010.0,0,1,23.6667,86.9333,20.2
0,1,2,1000.0,1,1,20.75,78.61667,55.0
0,0,3,1687.478907,1,1,18.96,72.82,150.0
0,1,3,1645.091694,1,1,18.5823,73.983,61.0
0,0,3,1451.216789,1,1,12.842686,80.063733,65.0
1,1,2,699.6812562999999,0,1,19.1759,72.9522,180.0
0,0,3,2071.500167,1,1,58.69175268,-117.00169939999999,62.0
0,0,3,1869.1588789999998,1,0,28.409484999999997,76.90923599999999,110.0
1,1,1,463.0021142,0,0,12.9958935,77.761394,21.9
0,0,4,2746.365105,1,1,9.9800255,76.27530300000001,170.0
1,0,2,932.2625697999999,0,0,20.236361,85.743845,26.7
0,1,5,3558.718861,1,1,22.760061,75.928572,110.0
0,0,2,1068.75,1,1,8.7236,77.7359,34.2
1,1,3,642.3394151000001,0,0,28.391440999999997,77.022829,25.7
1,1,3,2995.370791,0,1,35.0,136.0,330.0
0,0,3,1450.5893019999999,1,1,26.9358,75.7174,32.0
0,1,4,3193.102898,1,1,18.96,72.82,800.0
0,0,2,1200.0,1,1,21.0,77.0,60.0
0,0,3,1699.4978760000001,1,1,18.952609,72.80265,44.0
0,0,3,1825.201825,1,1,30.662283000000002,76.822397,52.0
0,0,2,1050.0190910000001,1,1,19.256470999999998,72.868815,110.0
0,0,1,675.0675068,1,1,18.973907999999998,73.02510600000001,60.0
0,0,2,820.2099738,1,1,22.294094,73.23368599999999,25.0
0,0,3,1841.2137280000002,1,1,19.255098,72.9815265,250.0
1,1,1,685.0357741,0,1,24.690279999999998,78.41889,45.0
0,1,3,1995.7590120000002,1,1,13.055985,77.622157,160.0
0,0,3,1388.4829,1,1,19.147866,72.932609,190.0
0,1,3,1711.9100019999998,1,1,12.86,77.786,140.0
0,0,2,875.0607681,1,1,23.687594,86.156601,90.0
0,0,3,1369.0975130000002,1,1,22.54111,88.33778000000001,98.0
1,1,2,603.5578145,0,0,19.18,72.96333,76.0
0,1,3,1333.333333,1,1,22.288976,73.128222,1.0
1,0,2,1000.0,0,1,12.957467999999999,77.516563,45.0
0,0,3,1375.24558,1,1,30.696627000000003,76.693764,42.0
0,0,1,635.1292159,1,1,12.8458,77.6727,29.0
0,0,3,1375.24558,1,1,26.807408000000002,75.83865899999999,42.0
0,0,2,933.6465062000001,1,1,22.470809,88.36318100000001,31.8
0,0,2,900.0452284,1,1,30.766911,76.67299,19.9
0,1,2,1200.252685,1,1,28.406388,77.342588,38.0
0,0,3,2310.0303949999998,1,1,42.049481,-87.681841,950.0
0,1,2,1300.21214,1,1,19.1758,72.8643,190.0
0,0,3,1245.210728,1,1,22.54111,88.33778000000001,52.0
0,0,1,610.0536847,1,1,18.56,73.91,50.0
0,0,3,2255.588169,1,1,28.394375,77.35722700000001,99.9
0,0,1,540.1755571,1,1,12.973237,77.64685899999999,8.0
0,0,2,960.0,1,1,20.928222,79.842268,120.0
0,1,3,1752.966559,1,1,28.602325,77.40199399999999,130.0
1,1,2,491.5883767,0,0,24.690279999999998,78.41889,45.0
0,0,2,1199.904008,1,1,12.6808,77.4741,50.0
0,1,3,1444.872783,1,1,12.86,77.786,93.7
0,0,2,1111.111111,1,1,28.162032,76.811066,15.9
0,0,2,800.0,1,1,19.255098,72.9815265,95.0
0,0,1,665.0544135,1,1,18.96,72.82,55.0
0,0,3,1699.854298,1,1,28.9196,76.8972,70.0
0,0,3,1602.136182,1,1,13.024599,77.70444300000001,120.0
1,1,2,622.1279603999999,0,0,18.96,72.82,35.2
0,0,1,600.0857265,1,1,11.04556,77.03404,28.0
0,0,2,930.3246239,1,1,21.562562,81.846712,23.5
0,0,3,2255.3782100000003,1,1,22.5922,88.484911,130.0
0,0,3,2100.105005,1,1,23.232556,77.429783,120.0
1,1,2,1149.954002,0,1,12.91668,77.59196,150.0
0,0,2,850.0188893,1,1,28.638934000000003,77.32645699999999,45.0
0,0,3,1729.3059719999999,1,1,35.0,136.0,150.0
0,0,1,487.5986471,1,1,22.498882000000002,88.31755600000001,17.3
0,1,1,559.9731213,1,1,19.1849,72.8347,100.0
0,0,2,216494.8454,1,1,24.690279999999998,78.41889,420.0
0,1,3,1690.189929,1,1,28.558047,77.392752,97.0
0,0,3,1448.717949,1,1,28.9196,76.8972,67.8
0,0,2,1060.267857,1,1,12.96991,77.59796,38.0
0,0,4,3250.2708559999996,1,1,21.716412,73.004076,150.0
0,0,2,1100.052383,1,1,12.905368,77.580403,63.0
1,1,2,560.758145,0,0,24.690279999999998,78.41889,100.0
0,0,3,1599.803101,1,1,20.353795,85.82101999999999,65.0
1,0,2,687.732342,0,1,22.352866,87.337165,18.5
0,0,1,600.0,1,1,18.205923000000002,72.99918199999999,66.0
0,0,3,1550.8684859999998,1,1,26.832353,75.841749,25.0
0,0,3,1315.0769710000002,1,1,13.0097,77.5648,170.0
0,0,2,1250.0,1,1,28.6221,77.3674,65.0
1,0,3,1414.913958,0,1,28.536585,77.383669,74.0
0,0,2,899.9742864,1,1,26.856919,80.909712,35.0
0,0,3,988.1965412999999,1,1,22.680020000000003,88.44383,36.0
0,0,4,2829.044861,1,1,15.346804,75.115177,210.0
0,0,2,1033.362858,1,1,15.450560000000001,73.80333,70.0
0,0,2,900.024325,1,1,11.93,79.83,37.0
0,0,2,850.0303582,1,1,22.617564,88.427982,28.0
0,1,1,747.3108133999999,1,0,12.91716,80.19287,39.6
0,0,2,1100.046318,1,1,18.479533,73.933573,95.0
0,0,3,1250.0,1,1,25.61,85.14139,50.0
1,1,1,431.5585543,0,0,19.249861,72.96386600000001,64.6
0,0,3,1800.180018,1,1,18.96,72.82,160.0
0,1,2,1150.040118,1,1,28.9196,76.8972,43.0
0,0,2,918.079096,1,1,19.2167,73.0833,52.0
0,0,1,670.2412869,1,1,22.5,73.47,12.5
0,1,2,921.069464,1,1,24.690279999999998,78.41889,72.0
0,0,2,1075.268817,1,1,13.625475,79.41889499999999,37.0
0,0,2,1074.883554,1,1,28.629811,77.434197,30.0
0,1,3,1492.1323929999999,1,1,26.900926000000002,75.775927,55.0
0,1,2,1301.9607839999999,1,1,24.690279999999998,78.41889,16.6
1,1,2,985.1736247000001,0,1,18.5853,73.7413,50.5
1,0,3,1482.213439,0,1,12.86,77.786,120.0
0,1,3,1575.203252,1,1,21.0,77.0,62.0
0,0,3,1450.139054,1,1,26.157856,91.827348,73.0
0,0,2,1113.888889,1,1,12.93,80.11,40.1
0,1,2,963.2683658,1,1,28.698133000000002,77.335746,25.7
0,0,3,1050.199538,1,1,30.2903,78.0016,50.0
0,0,2,949.7206704,1,1,24.690279999999998,78.41889,170.0
1,1,3,1160.8116949999999,0,1,18.669919,73.853723,53.2
0,0,3,2021.2765960000002,1,1,9.572427000000001,76.550671,95.0
1,1,2,919.3993257999999,0,1,19.1759,72.9522,180.0
0,0,2,1187.119751,1,1,13.03478,80.15586,80.0
0,0,2,1280.199944,1,1,12.8855,77.5638,46.1
1,1,1,781.4285714,0,1,19.283359,72.864964,54.7
0,0,3,1500.0,1,1,19.097244,72.846785,390.0
0,0,2,1065.1090880000002,1,1,18.518594,73.93554300000001,62.0
0,0,2,1300.2680970000001,1,1,13.65,79.42,48.5
1,1,1,651.4657980000001,0,1,24.690279999999998,78.41889,100.0
0,0,2,760.9756097999999,1,1,22.7,88.45,15.6
0,0,2,1350.048216,1,1,19.042482999999997,73.06637099999999,140.0
0,1,2,1224.489796,1,1,22.72056,75.84722,30.0
0,0,1,296.969697,1,1,21.0,77.0,4.9
0,0,2,1200.0,1,1,28.66667,77.41667,54.0
0,0,2,1109.148017,1,1,28.567633,77.383124,56.5
0,1,2,771.0280374,1,1,28.743724,76.81131500000001,99.0
1,1,2,988.8751545,0,1,19.05871,72.89969,160.0
0,0,2,850.3401361,1,1,22.447292,70.044462,20.0
1,0,2,1065.384615,0,1,25.232239,71.392013,27.7
0,0,2,1106.006466,1,1,9.935889,76.319041,65.0
0,0,3,1427.165354,1,1,12.96991,77.59796,87.0
0,1,3,1850.3832940000002,1,1,26.900926000000002,75.775927,70.0
0,1,3,2017.56526,1,0,13.055985,77.622157,82.7
0,0,2,544.032642,1,1,22.268444,70.75403299999999,32.0
1,1,1,675.0675068,0,1,28.509982,77.05185,30.0
0,0,2,1092.194025,1,1,26.832353,75.841749,34.0
0,0,2,979.9346710000001,1,1,21.250659,81.659113,42.0
0,0,4,2625.714286,1,1,30.667746,76.669156,91.9
0,0,2,925.1471824999999,1,1,18.549645,73.924971,55.0
0,0,2,750.0,1,1,28.2102,76.8606,15.0
1,1,2,1260.0,0,1,13.0519,77.5416,81.9
0,0,2,640.2048656000001,1,1,22.55,72.9,15.0
0,0,1,450.0450045,1,1,19.049989,73.077321,30.0
0,1,2,495.37854400000003,1,0,19.193770999999998,73.19789200000001,47.7
0,0,3,1649.560117,1,1,22.471606,70.061222,45.0
0,1,3,1687.40772,1,1,12.96991,77.59796,160.0
0,0,2,1350.256549,1,1,22.111752,82.124892,50.0
0,0,1,225.005181,1,1,18.96,72.82,76.0
0,1,3,2016.5646379999998,1,1,13.152957999999998,77.426875,280.0
0,0,2,1200.0,1,1,28.583703999999997,77.360401,60.0
1,1,2,950.444861,0,0,18.977995,72.850686,360.0
1,1,1,700.0622278,0,1,21.56128,74.21238000000001,45.0
0,0,3,1400.098831,1,1,12.90025,77.60103000000001,85.0
0,0,3,1577.079774,1,1,26.851,81.0011,120.0
0,1,2,500.5347594,1,0,17.754642999999998,75.18180799999999,23.4
1,0,2,990.0990098999999,0,1,29.974075,76.84109699999999,50.0
0,0,3,2250.056251,1,1,19.137628,72.824162,600.0
0,0,2,800.0,1,1,27.506285,77.65957,25.0
0,0,2,700.0538502999999,1,1,26.807408000000002,75.83865899999999,39.0
0,0,1,800.0,1,1,21.280882000000002,72.950379,19.0
0,0,4,3596.198305,1,1,12.91668,77.59196,280.0
0,0,3,1775.0373690000001,1,1,28.587711,77.403123,95.0
0,0,2,800.0,1,1,12.8458,77.6727,29.0
0,1,2,1299.82669,1,1,21.094632,79.074805,45.0
0,1,2,1171.833387,1,1,12.97494,77.564159,110.0
0,0,1,860.1177002999999,1,1,18.53,73.84,38.0
0,0,2,1049.9257400000001,1,1,19.027644,73.061159,91.9
0,0,3,1725.274725,1,1,52.55689399999999,-8.369953,78.5
1,1,2,1092.355452,0,1,18.651598,73.735448,56.3
0,0,2,1130.143034,1,1,18.452663,73.93104,64.0
0,1,3,1541.210632,1,1,13.0983,80.1622,69.0
0,0,4,4067.520846,1,1,21.143354000000002,72.770931,200.0
0,0,2,1060.029957,1,1,19.038204999999998,73.06612,92.0
0,1,2,1350.048216,1,1,19.014858,72.8662,280.0
0,0,3,1402.24359,1,1,16.526106,80.602623,70.0
0,0,2,1176.03912,1,1,26.860559999999996,80.91583,48.1
0,0,3,2106.4457239999997,1,1,40.99482329999999,-85.7661219,150.0
0,0,2,968.9296557,1,1,18.96667,72.83333,150.0
0,0,3,1400.1473839999999,1,1,25.177917,75.862208,38.0
0,1,3,1819.505095,1,1,28.362327,76.979049,100.0
0,1,2,964.6962232999999,1,1,12.973237,77.64685899999999,23.5
0,0,2,712.0478496000001,1,1,22.486821,88.233267,25.0
1,1,4,2600.004771,0,1,19.05871,72.89969,1090.0
0,0,3,1312.106368,1,1,22.5,88.35,150.0
0,0,2,650.1422186000001,1,1,23.16969,77.46044499999999,16.0
0,1,2,1204.819277,1,1,30.33503,78.05482099999999,55.0
0,0,1,449.64028780000007,1,1,28.686090999999998,77.334644,12.5
0,0,2,854.0795929,1,1,13.03,77.514,47.0
0,0,2,900.1058947999999,1,1,28.686090999999998,77.334644,25.5
0,0,3,843.8818564999999,1,1,13.0983,80.1622,50.0
0,0,1,585.000585,1,1,24.690279999999998,78.41889,50.0
0,0,3,1750.0875039999999,1,1,19.049214000000003,73.072916,150.0
0,1,3,1375.137514,1,1,28.634536999999998,77.471342,50.0
0,0,2,830.0395257,1,1,13.332220000000001,74.74611,21.0
1,1,3,895.6796627999998,0,0,18.96,72.82,170.0
0,0,2,1012.01771,1,1,12.8458,77.6727,32.0
0,0,3,2057.613169,1,1,28.875701,78.73804100000001,75.0
0,1,4,1306.2409289999998,1,1,28.404729999999997,77.367514,54.0
0,0,2,1070.05855,1,1,21.721344000000002,73.001615,53.0
0,1,3,1983.0539030000002,1,1,28.362327,76.979049,110.0
0,0,2,1170.327692,1,1,26.209301999999997,78.194369,32.5
0,0,3,1180.173092,1,1,13.096611,77.716385,45.0
0,0,2,1334.586466,1,1,30.752321000000002,76.772816,28.4
0,0,1,583.1212892000001,1,1,13.042089,80.124264,27.5
0,0,2,980.2431611,1,1,28.57,77.32,25.8
0,0,2,1110.053917,1,1,22.312063000000002,72.674296,35.0
0,1,3,1299.9835449999998,1,1,13.338633999999999,77.759291,79.0
0,0,2,1200.171453,1,1,28.9196,76.8972,56.0
0,0,3,2502.085071,1,1,21.143354000000002,72.770931,120.0
1,1,2,984.0288511,0,1,19.283359,72.864964,95.5
0,0,2,984.9790692,1,1,12.96991,77.59796,40.0
0,0,2,1050.0718470000002,1,1,22.575343,88.433715,95.0
0,0,2,970.9594845,1,1,24.690279999999998,78.41889,110.0
0,0,4,2660.575114,1,1,22.312358,73.145436,99.0
0,0,2,899.9550022,1,1,22.530279999999998,88.33417,60.0
0,1,4,2695.035461,1,1,13.055985,77.622157,190.0
0,1,2,950.0285008999999,1,1,28.552082000000002,77.360624,50.0
0,0,2,950.0059375,1,1,19.18,72.96333,80.0
0,0,2,1130.0043050000002,1,1,19.139242000000003,72.828969,1050.0
0,1,3,1481.158789,1,1,30.684523,76.691728,68.0
0,1,2,1199.760048,1,1,24.17311,72.416912,40.0
0,0,3,1660.038043,1,1,28.638934000000003,77.32645699999999,96.0
0,0,3,1250.0,1,1,22.54111,88.33778000000001,67.0
0,0,2,600.0,1,1,18.52361,73.84778,48.0
0,0,1,555.0986842,1,1,28.579003999999998,77.431173,27.0
0,1,2,1026.058632,1,1,19.249861,72.96386600000001,94.5
0,0,1,700.0840101,1,1,19.071749,73.080575,50.0
0,0,3,2368.157391,1,1,15.450560000000001,73.80333,260.0
0,0,2,1000.0,1,1,24.690279999999998,78.41889,140.0
0,0,1,675.2954417999999,1,1,22.77722,73.62028000000001,12.0
1,1,1,560.0229753,0,1,19.30405,72.813559,39.0
0,0,2,1000.0,1,1,25.879721,86.587391,24.0
1,0,1,785.0401341,0,1,19.18,72.96333,89.0
1,0,1,420.2961672,0,0,10.52,76.21,19.3
0,0,2,910.1251422,1,1,18.914051,73.259661,24.0
1,1,2,1069.720614,0,1,19.1955,72.8728,170.0
0,0,4,2400.1371510000004,1,1,28.5679,77.3679,140.0
0,0,2,920.1042785,1,1,28.9196,76.8972,60.0
0,0,3,1500.0,1,1,22.312358,73.145436,36.0
0,1,1,690.0172504,1,1,24.690279999999998,78.41889,92.0
0,0,2,1050.047729,1,1,19.049989,73.077321,77.0
1,1,3,954.3990507000001,0,0,18.5823,73.983,56.3
0,1,2,1102.0881669999999,1,1,13.11389,77.59833,57.0
0,0,2,1000.0,1,1,16.245539,80.63748000000001,35.0
0,1,2,92383.49415,1,0,13.040339999999999,77.591347,9000.0
0,1,2,1465.087282,1,1,28.25,77.07,70.5
1,1,1,600.0,0,0,12.960999999999999,80.2409,46.8
0,0,2,1200.097967,1,1,30.799719,75.957396,49.0
0,0,1,500.0,1,1,22.2951,73.1686,11.5
1,1,2,604.4952465,0,1,26.893147999999997,75.739769,110.0
0,0,2,1025.1903929999999,1,1,22.54111,88.33778000000001,35.0
0,0,3,1345.09042,1,1,22.5922,88.484911,90.0
0,0,3,2400.112946,1,1,11.931023,79.828222,170.0
0,0,2,1300.2022539999998,1,1,22.271017999999998,73.154216,45.0
0,1,4,2771.855011,1,1,28.560719,77.386208,130.0
0,0,2,1010.10101,1,1,12.9576,77.6562,77.0
0,0,4,2833.21015,1,1,9.9800255,76.27530300000001,230.0
0,0,4,3800.0,1,1,13.040339999999999,77.591347,380.0
0,0,1,549.8533723999999,1,1,21.17,72.83,15.0
0,0,2,1099.5370369999998,1,1,21.12,73.12,19.0
0,0,4,3285.758291,1,1,9.994,76.292,320.0
0,0,1,419.8152813,1,1,26.217051,86.396117,20.0
1,1,3,2250.512145,0,1,30.662283000000002,76.822397,76.9
0,0,2,1050.539466,1,1,28.2102,76.8606,18.5
1,0,3,1323.23521,0,1,26.16667,91.76666999999999,46.3
1,0,2,1049.868766,0,1,28.513121,77.38116099999999,40.0
0,1,3,1328.983931,1,1,19.2836,72.8675,110.0
1,1,2,1113.924051,0,0,12.86,77.786,66.0
0,1,2,1069.028711,1,1,19.1615,72.8731,210.0
0,0,3,1697.07255,1,1,18.558319,73.77588,160.0
0,0,3,1706.72735,1,1,28.5679,77.3679,120.0
0,0,3,2812.9395219999997,1,1,22.54111,88.33778000000001,260.0
0,0,2,925.0969859999999,1,1,28.553373999999998,77.355611,31.0
0,0,3,1674.022219,1,1,28.5679,77.3679,110.0
1,0,1,385.0473287,0,1,18.973907999999998,73.02510600000001,24.0
1,1,2,669.0279418,0,0,19.2836,72.8675,85.0
1,0,3,1118.181818,0,1,22.605438,88.422084,36.9
1,0,2,759.4361073,0,1,21.080409,79.098334,16.7
1,0,3,1571.4285710000001,0,1,17.741878,83.308875,110.0
1,1,3,1204.081633,0,1,26.928784999999998,75.828002,29.5
0,0,2,777.0190723,1,1,12.940685,80.177022,33.0
0,0,1,635.0136772000001,1,1,18.96667,72.83333,65.0
0,1,4,1490.042157,1,1,19.1759,72.9522,410.0
0,0,3,1480.165779,1,1,26.895619,81.084683,50.0
0,0,2,1175.180194,1,1,18.475864,73.89000899999999,75.0
0,0,2,979.8865394999999,1,1,10.52,76.21,38.0
0,0,2,1055.023535,1,1,12.980033,77.69932800000001,65.0
0,0,3,1450.276243,1,1,12.973237,77.64685899999999,42.0
0,0,3,1749.781277,1,1,26.888396000000004,75.833527,80.0
0,0,1,598.0066445,1,1,18.573994,73.753171,36.0
0,0,1,622.6750767999999,1,1,18.5438,73.9438,38.5
0,0,2,808.3333332999999,1,1,12.937389999999999,80.13874,38.8
0,1,3,1513.866232,1,1,26.900926000000002,75.775927,46.4
1,1,3,2081.165453,0,1,18.978006,72.806154,620.0
1,0,3,1234.375,0,1,26.724219,88.326357,39.5
0,1,3,1554.009998,1,1,28.494868,77.410298,71.5
1,1,2,1290.054099,0,1,30.684523,76.691728,62.0
0,0,2,1008.120975,1,1,23.182972,72.611485,36.0
0,0,2,1068.577535,1,1,19.1758,72.8643,170.0
0,0,3,1389.808074,1,1,28.162032,76.811066,21.0
0,0,2,1100.110011,1,1,18.966114,73.148278,80.0
0,0,2,1250.0,1,1,26.92652,80.948937,50.0
0,0,2,1100.070972,1,1,28.582887,77.339935,62.0
0,0,1,402.0549475,1,1,19.77,74.48,18.0
1,1,4,2250.118427,0,1,30.662283000000002,76.822397,95.0
0,1,2,1074.91318,1,1,19.218498,72.992114,130.0
1,1,1,525.0205086,0,1,24.6902,78.416,64.0
0,1,3,1660.8996539999998,1,1,28.558047,77.392752,120.0
0,0,3,1573.831776,1,1,30.710021,76.857258,84.2
0,0,2,1025.810721,1,1,21.17,72.83,31.0
0,0,2,800.0,1,1,26.2072,73.066,25.0
0,1,3,1358.3815029999998,1,1,26.781747999999997,81.006714,47.0
0,0,1,430.07053160000004,1,1,25.338,82.9827,25.0
0,0,3,1820.0202219999999,1,1,24.395822,78.989627,90.0
0,0,4,3850.0506590000005,1,1,28.5216,77.3863,380.0
0,1,2,1124.236253,1,1,27.553339,78.673469,27.6
0,0,3,1890.148988,1,1,13.332220000000001,74.74611,85.0
0,1,1,420.00763650000005,1,1,18.47713,73.939908,22.0
0,1,2,987.1244634999999,1,1,18.651598,73.735448,46.0
0,0,2,932.2033898,1,1,18.96667,72.83333,110.0
0,0,3,1036.10675,1,1,26.8626,75.7633,33.0
0,0,2,1650.165017,1,1,13.078,80.259,120.0
0,1,3,3163.503164,1,1,28.526623999999998,77.37671800000001,190.0
